"","Member type","station_id","month_year","rides","station_name","station_loc","station_loc_text","Latitude","Longitude"
"1","casual","13001","May-21",1905,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"2","casual","13001","Jun-21",2259,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"3","casual","13001","Jul-21",2592,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"4","casual","13001","Aug-21",1882,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"5","casual","13001","Sep-21",1629,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"6","casual","13001","Oct-21",1199,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"7","casual","13001","Nov-21",590,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"8","casual","13001","Dec-21",331,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"9","casual","13001","Jan-22",78,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"10","casual","13001","Feb-22",79,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"11","casual","13001","Mar-22",531,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"12","casual","13001","Apr-22",665,"Michigan Ave & Washington St","POINT(-87.6246839761734 41.8839840647265)","41.883984064726505,-87.6246839761734",41.8839840647265,-87.6246839761734
"13","casual","13006","May-21",365,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"14","casual","13006","Jun-21",416,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"15","casual","13006","Jul-21",573,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"16","casual","13006","Aug-21",549,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"17","casual","13006","Sep-21",448,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"18","casual","13006","Oct-21",393,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"19","casual","13006","Nov-21",163,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"20","casual","13006","Dec-21",113,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"21","casual","13006","Jan-22",40,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"22","casual","13006","Feb-22",44,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"23","casual","13006","Mar-22",130,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"24","casual","13006","Apr-22",206,"LaSalle St & Washington St","POINT(-87.63253 41.882664)","41.882664,-87.63253",41.882664,-87.63253
"25","casual","13008","May-21",4107,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"26","casual","13008","Jun-21",5070,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"27","casual","13008","Jul-21",6348,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"28","casual","13008","Aug-21",5243,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"29","casual","13008","Sep-21",4124,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"30","casual","13008","Oct-21",3223,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"31","casual","13008","Nov-21",983,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"32","casual","13008","Dec-21",694,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"33","casual","13008","Jan-22",79,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"34","casual","13008","Feb-22",169,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"35","casual","13008","Mar-22",1161,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"36","casual","13008","Apr-22",1438,"Millennium Park","POINT(-87.62408432 41.8810317)","41.881031700000008,-87.62408432",41.8810317,-87.62408432
"37","casual","13011","May-21",495,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"38","casual","13011","Jun-21",786,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"39","casual","13011","Jul-21",1023,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"40","casual","13011","Aug-21",885,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"41","casual","13011","Sep-21",694,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"42","casual","13011","Oct-21",651,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"43","casual","13011","Nov-21",320,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"44","casual","13011","Dec-21",196,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"45","casual","13011","Jan-22",50,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"46","casual","13011","Feb-22",69,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"47","casual","13011","Mar-22",214,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"48","casual","13011","Apr-22",361,"Canal St & Adams St","POINT(-87.639904 41.879255)","41.879255,-87.639904000000016",41.879255,-87.639904
"49","casual","13016","May-21",894,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"50","casual","13016","Jun-21",1536,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"51","casual","13016","Jul-21",2234,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"52","casual","13016","Aug-21",1749,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"53","casual","13016","Sep-21",1568,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"54","casual","13016","Oct-21",1194,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"55","casual","13016","Nov-21",395,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"56","casual","13016","Dec-21",284,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"57","casual","13016","Jan-22",67,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"58","casual","13016","Feb-22",97,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"59","casual","13016","Mar-22",361,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"60","casual","13016","Apr-22",469,"St. Clair St & Erie St","POINT(-87.6227983832359 41.8943451374243)","41.89434513742426,-87.622798383235946",41.8943451374243,-87.6227983832359
"61","casual","13017","May-21",534,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"62","casual","13017","Jun-21",813,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"63","casual","13017","Jul-21",816,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"64","casual","13017","Aug-21",752,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"65","casual","13017","Sep-21",665,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"66","casual","13017","Oct-21",542,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"67","casual","13017","Nov-21",234,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"68","casual","13017","Dec-21",161,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"69","casual","13017","Jan-22",49,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"70","casual","13017","Feb-22",49,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"71","casual","13017","Mar-22",205,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"72","casual","13017","Apr-22",274,"Franklin St & Chicago Ave","POINT(-87.6356676220894 41.8967469730938)","41.896746973093805,-87.635667622089386",41.8967469730938,-87.6356676220894
"73","casual","13021","May-21",547,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"74","casual","13021","Jun-21",895,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"75","casual","13021","Jul-21",1024,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"76","casual","13021","Aug-21",893,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"77","casual","13021","Sep-21",837,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"78","casual","13021","Oct-21",613,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"79","casual","13021","Nov-21",292,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"80","casual","13021","Dec-21",178,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"81","casual","13021","Jan-22",64,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"82","casual","13021","Feb-22",60,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"83","casual","13021","Mar-22",211,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"84","casual","13021","Apr-22",255,"Clinton St & Lake St","POINT(-87.641823 41.885637)","41.885637,-87.641823",41.885637,-87.641823
"85","casual","13022","May-21",8416,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"86","casual","13022","Jun-21",11519,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"87","casual","13022","Jul-21",14289,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"88","casual","13022","Aug-21",11682,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"89","casual","13022","Sep-21",9236,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"90","casual","13022","Oct-21",4728,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"91","casual","13022","Nov-21",1515,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"92","casual","13022","Dec-21",918,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"93","casual","13022","Jan-22",115,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"94","casual","13022","Feb-22",197,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"95","casual","13022","Mar-22",2398,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"96","casual","13022","Apr-22",3031,"Streeter Dr & Grand Ave","POINT(-87.612043 41.892278)","41.892278,-87.612043000000014",41.892278,-87.612043
"97","casual","13028","May-21",172,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"98","casual","13028","Jun-21",266,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"99","casual","13028","Jul-21",287,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"100","casual","13028","Aug-21",425,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"101","casual","13028","Sep-21",527,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"102","casual","13028","Oct-21",428,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"103","casual","13028","Nov-21",191,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"104","casual","13028","Dec-21",71,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"105","casual","13028","Jan-22",27,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"106","casual","13028","Feb-22",59,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"107","casual","13028","Mar-22",198,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"108","casual","13028","Apr-22",302,"900 W Harrison St","POINT(-87.649807 41.874754)","41.874754,-87.649807",41.874754,-87.649807
"109","casual","13029","May-21",887,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"110","casual","13029","Jun-21",750,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"111","casual","13029","Jul-21",1256,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"112","casual","13029","Aug-21",1161,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"113","casual","13029","Sep-21",892,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"114","casual","13029","Oct-21",668,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"115","casual","13029","Nov-21",290,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"116","casual","13029","Dec-21",324,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"117","casual","13029","Jan-22",42,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"118","casual","13029","Feb-22",35,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"119","casual","13029","Mar-22",305,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"120","casual","13029","Apr-22",363,"Field Museum","POINT(-87.617867 41.865312)","41.865312,-87.617867",41.865312,-87.617867
"121","casual","13033","May-21",797,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"122","casual","13033","Jun-21",1205,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"123","casual","13033","Jul-21",1552,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"124","casual","13033","Aug-21",1337,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"125","casual","13033","Sep-21",1332,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"126","casual","13033","Oct-21",773,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"127","casual","13033","Nov-21",300,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"128","casual","13033","Dec-21",217,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"129","casual","13033","Jan-22",53,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"130","casual","13033","Feb-22",58,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"131","casual","13033","Mar-22",293,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"132","casual","13033","Apr-22",337,"Milwaukee Ave & Grand Ave","POINT(-87.648384 41.891578)","41.891577999999996,-87.648384",41.891578,-87.648384
"133","casual","13034","May-21",1008,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"134","casual","13034","Jun-21",1192,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"135","casual","13034","Jul-21",1425,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"136","casual","13034","Aug-21",1048,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"137","casual","13034","Sep-21",827,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"138","casual","13034","Oct-21",817,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"139","casual","13034","Nov-21",337,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"140","casual","13034","Dec-21",182,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"141","casual","13034","Jan-22",32,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"142","casual","13034","Feb-22",46,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"143","casual","13034","Mar-22",229,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"144","casual","13034","Apr-22",390,"Michigan Ave & Pearson St","POINT(-87.62351 41.89766)","41.89766,-87.62351",41.89766,-87.62351
"145","casual","13036","May-21",834,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"146","casual","13036","Jun-21",948,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"147","casual","13036","Jul-21",1196,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"148","casual","13036","Aug-21",998,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"149","casual","13036","Sep-21",886,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"150","casual","13036","Oct-21",691,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"151","casual","13036","Nov-21",265,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"152","casual","13036","Dec-21",179,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"153","casual","13036","Jan-22",39,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"154","casual","13036","Feb-22",69,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"155","casual","13036","Mar-22",323,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"156","casual","13036","Apr-22",325,"Michigan Ave & Madison St","POINT(-87.625125 41.882134)","41.882134,-87.625125",41.882134,-87.625125
"157","casual","13037","May-21",104,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"158","casual","13037","Jun-21",205,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"159","casual","13037","Jul-21",198,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"160","casual","13037","Aug-21",191,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"161","casual","13037","Sep-21",157,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"162","casual","13037","Oct-21",162,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"163","casual","13037","Nov-21",78,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"164","casual","13037","Dec-21",47,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"165","casual","13037","Jan-22",11,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"166","casual","13037","Feb-22",22,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"167","casual","13037","Mar-22",58,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"168","casual","13037","Apr-22",72,"Clinton St & Tilden St","POINT(-87.640795 41.875885)","41.875885000000004,-87.640795",41.875885,-87.640795
"169","casual","13042","May-21",3386,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"170","casual","13042","Jun-21",4983,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"171","casual","13042","Jul-21",6039,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"172","casual","13042","Aug-21",5721,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"173","casual","13042","Sep-21",4198,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"174","casual","13042","Oct-21",2050,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"175","casual","13042","Nov-21",503,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"176","casual","13042","Dec-21",283,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"177","casual","13042","Jan-22",32,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"178","casual","13042","Feb-22",56,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"179","casual","13042","Mar-22",777,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"180","casual","13042","Apr-22",1009,"Michigan Ave & Oak St","POINT(-87.62377664 41.90096039)","41.900960390000009,-87.62377664",41.90096039,-87.62377664
"181","casual","13045","May-21",1431,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"182","casual","13045","Jun-21",1938,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"183","casual","13045","Jul-21",2354,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"184","casual","13045","Aug-21",2076,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"185","casual","13045","Sep-21",1687,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"186","casual","13045","Oct-21",1091,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"187","casual","13045","Nov-21",439,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"188","casual","13045","Dec-21",256,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"189","casual","13045","Jan-22",68,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
"190","casual","13045","Feb-22",71,"Dearborn St & Erie St","POINT(-87.629318 41.893992)","41.893992,-87.629318",41.893992,-87.629318
